customerID,Prediction_Date,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Model_used,Churn,Probability
0260-ZDLGK,2024-08-30,Female,No,No,Yes,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.9,651.4,Gradient Boost Classifier,Yes,23.73
7860-UXCRM,2024-08-30,Male,No,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),74.5,4674.55,Gradient Boost Classifier,No,1.67
6357-JJPQT,2024-08-30,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.5,232.35,Gradient Boost Classifier,Yes,76.82
2292-XQWSV,2024-08-30,Male,No,Yes,Yes,40,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,60.3,2448.5,Gradient Boost Classifier,No,5.58
9552-TGUZV,2024-08-30,Male,No,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.0,658.1,Gradient Boost Classifier,Yes,41.07
5913-INRQV,2024-08-30,Male,Yes,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,90.15,3128.8,Gradient Boost Classifier,No,9.1
8722-NGNBH,2024-08-30,Male,No,No,No,5,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,40.0,223.45,Gradient Boost Classifier,Yes,23.45
6210-KBBPI,2024-08-30,Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,919.4,Gradient Boost Classifier,Yes,74.17
9643-YBLUR,2024-08-30,Male,No,Yes,No,9,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),69.05,653.95,Gradient Boost Classifier,Yes,30.32
8734-FNWVH,2024-08-30,Male,No,Yes,Yes,31,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),59.7,1825.5,Gradient Boost Classifier,Yes,16.34
9447-YPTBX,2024-08-30,Female,No,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,943.1,Gradient Boost Classifier,No,5.03
0133-BMFZO,2024-08-30,Female,No,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.25,181.65,Gradient Boost Classifier,Yes,41.66
6128-CZOMY,2024-08-30,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Gradient Boost Classifier,Yes,64.74
9540-JYROE,2024-08-30,Male,No,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.1,551.35,Gradient Boost Classifier,Yes,50.18
9026-LHEVG,2024-08-30,Female,No,No,No,9,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,40.75,359.4,Gradient Boost Classifier,Yes,35.34
2260-USTRB,2024-08-30,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.2,115.95,Gradient Boost Classifier,Yes,69.62
3656-TKRVZ,2024-08-30,Female,No,No,No,3,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.35,165.2,Gradient Boost Classifier,Yes,23.02
7011-CVEUC,2024-08-30,Male,No,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.7,2338.35,Gradient Boost Classifier,Yes,33.64
6185-TASNN,2024-08-30,Male,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.3,46.3,Gradient Boost Classifier,Yes,68.82
7925-PNRGI,2024-08-30,Female,No,Yes,Yes,45,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,81.3,3541.1,Gradient Boost Classifier,No,6.96
8623-TMRBY,2024-08-30,Male,Yes,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.2,4146.05,Gradient Boost Classifier,Yes,37.91
1552-CZCLL,2024-08-30,Female,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.0,1087.25,Gradient Boost Classifier,No,7.89
3038-PQIUY,2024-08-30,Female,No,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66.15,2522.4,Gradient Boost Classifier,Yes,14.86
1501-SGHBW,2024-08-30,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.85,81.0,Gradient Boost Classifier,Yes,35.68
9313-CDOGY,2024-08-30,Male,No,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.6,717.3,Gradient Boost Classifier,No,9.23
8148-BPLZQ,2024-08-30,Male,No,No,No,34,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.8,1734.2,Gradient Boost Classifier,Yes,20.37
2623-DRYAM,2024-08-30,Female,No,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.75,7069.3,Gradient Boost Classifier,Yes,36.13
9987-LUTYD,2024-08-30,Female,No,No,No,13,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,55.15,742.9,Gradient Boost Classifier,No,7.09
3208-YPIOE,2024-08-30,Male,No,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,3017.65,Gradient Boost Classifier,Yes,39.49
4488-KQFDT,2024-08-30,Female,No,No,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.95,6423.0,Gradient Boost Classifier,Yes,33.72
2612-RANWT,2024-08-30,Female,No,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.15,1164.3,Gradient Boost Classifier,Yes,71.96
5693-PIPCS,2024-08-30,Male,No,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99.65,4220.35,Gradient Boost Classifier,No,9.9
0491-KAPQG,2024-08-30,Male,No,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.7,1558.7,Gradient Boost Classifier,Yes,56.67
1925-LFCZZ,2024-08-30,Male,Yes,No,No,55,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),50.05,2743.45,Gradient Boost Classifier,Yes,17.45
8039-EQPIM,2024-08-30,Male,No,Yes,No,69,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.25,4055.5,Gradient Boost Classifier,No,2.83
6900-PXRMS,2024-08-30,Male,Yes,Yes,Yes,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,105.75,2710.25,Gradient Boost Classifier,Yes,46.99
8707-RMEZH,2024-08-30,Female,Yes,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),87.3,6055.55,Gradient Boost Classifier,No,10.41
3346-BRMIS,2024-08-30,Female,Yes,Yes,No,18,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.35,810.7,Gradient Boost Classifier,Yes,53.65
3209-ZPKFI,2024-08-30,Male,No,Yes,Yes,47,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.25,2538.2,Gradient Boost Classifier,Yes,14.88
6479-VDGRK,2024-08-30,Female,No,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.3,6129.2,Gradient Boost Classifier,No,1.47
9373-WSLOY,2024-08-30,Male,Yes,Yes,No,33,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.0,1750.85,Gradient Boost Classifier,Yes,19.46
2933-FILNV,2024-08-30,Female,No,Yes,Yes,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.4,36.55,Gradient Boost Classifier,Yes,45.94
3569-JFODW,2024-08-30,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.95,6652.45,Gradient Boost Classifier,No,1.37
9819-FBNSV,2024-08-30,Male,Yes,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.25,2575.45,Gradient Boost Classifier,Yes,39.72
9544-PYPSJ,2024-08-30,Female,Yes,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),96.1,6019.35,Gradient Boost Classifier,Yes,39.83
1591-XWLGB,2024-08-30,Female,No,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,1379.6,Gradient Boost Classifier,No,1.44
0396-UKGAI,2024-08-30,Male,No,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1284.2,Gradient Boost Classifier,No,11.37
3243-ZHOHY,2024-08-30,Female,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,296.15,Gradient Boost Classifier,No,5.21
5186-EJEGL,2024-08-30,Male,No,No,No,9,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.5,653.25,Gradient Boost Classifier,Yes,16.91
7527-QNRUS,2024-08-30,Male,No,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.15,412.6,Gradient Boost Classifier,No,2.67
9986-BONCE,2024-08-30,Female,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.95,85.5,Gradient Boost Classifier,Yes,14.27
2722-JMONI,2024-08-30,Female,Yes,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.55,49.55,Gradient Boost Classifier,Yes,65.8
2203-GHNWN,2024-08-30,Female,No,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.65,1928.7,Gradient Boost Classifier,Yes,35.15
3878-AVSOQ,2024-08-30,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.25,71.25,Gradient Boost Classifier,Yes,85.93
3258-SYSWS,2024-08-30,Male,Yes,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),113.8,7845.8,Gradient Boost Classifier,No,4.23
5296-PSYVW,2024-08-30,Female,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.55,1750.7,Gradient Boost Classifier,No,1.74
6319-QSUSR,2024-08-30,Female,No,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7,216.2,Gradient Boost Classifier,No,11.26
4083-EUGRJ,2024-08-30,Male,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,178.5,Gradient Boost Classifier,No,11.31
7579-OOPEC,2024-08-30,Female,Yes,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.15,115.1,Gradient Boost Classifier,Yes,40.72
0512-FLFDW,2024-08-30,Female,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.5,6029.0,Gradient Boost Classifier,Yes,31.78
1771-OADNZ,2024-08-30,Male,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.9,2745.2,Gradient Boost Classifier,Yes,57.07
0487-CRLZF,2024-08-30,Female,No,No,No,49,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.45,3721.9,Gradient Boost Classifier,No,3.86
2107-FBPTK,2024-08-30,Female,Yes,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.1,3121.1,Gradient Boost Classifier,Yes,58.54
9451-WLYRI,2024-08-30,Female,No,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.05,990.45,Gradient Boost Classifier,No,4.04
8219-VYBVI,2024-08-30,Male,No,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,1004.35,Gradient Boost Classifier,No,1.6
1991-VOPLL,2024-08-30,Female,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,157.65,Gradient Boost Classifier,No,11.6
9738-QLWTP,2024-08-30,Male,No,No,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,81.9,3219.75,Gradient Boost Classifier,No,10.85
1016-DJTSV,2024-08-30,Male,Yes,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,572.85,Gradient Boost Classifier,Yes,64.44
9419-IPPBE,2024-08-30,Female,No,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,90.15,4554.85,Gradient Boost Classifier,Yes,23.22
0174-QRVVY,2024-08-30,Male,No,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.35,1847.55,Gradient Boost Classifier,No,1.18
5699-BNCAS,2024-08-30,Male,Yes,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.65,1766.75,Gradient Boost Classifier,No,1.64
2900-PHPLN,2024-08-30,Female,Yes,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.55,1462.05,Gradient Boost Classifier,No,2.42
0612-RTZZA,2024-08-30,Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,Gradient Boost Classifier,Yes,74.09
8106-GWQOK,2024-08-30,Male,No,Yes,No,38,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.0,2193.2,Gradient Boost Classifier,No,3.2
8751-EDEKA,2024-08-30,Female,No,Yes,No,28,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),89.9,2433.5,Gradient Boost Classifier,Yes,30.2
6878-GGDWG,2024-08-30,Female,No,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.4,641.15,Gradient Boost Classifier,No,8.44
4039-PIMHX,2024-08-30,Male,Yes,Yes,No,49,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,49.8,2398.4,Gradient Boost Classifier,No,2.97
8450-LUGUK,2024-08-30,Female,No,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,861.85,Gradient Boost Classifier,No,2.04
3604-WLABM,2024-08-30,Female,No,No,No,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,583.0,Gradient Boost Classifier,Yes,20.79
0795-GMVQO,2024-08-30,Male,No,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),109.9,7332.4,Gradient Boost Classifier,Yes,14.39
2259-OUUSZ,2024-08-30,Male,No,No,No,7,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),35.5,249.55,Gradient Boost Classifier,Yes,17.61
1142-IHLOO,2024-08-30,Female,No,No,No,51,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),87.55,4475.9,Gradient Boost Classifier,Yes,19.3
6410-LEFEN,2024-08-30,Female,No,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.15,416.45,Gradient Boost Classifier,Yes,30.21
4633-MKHYU,2024-08-30,Female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.4,788.6,Gradient Boost Classifier,Yes,63.47
6257-RJOHI,2024-08-30,Male,No,No,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.8,202.3,Gradient Boost Classifier,Yes,27.02
1545-JFUML,2024-08-30,Male,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.0,6994.6,Gradient Boost Classifier,No,5.87
3194-ORPIK,2024-08-30,Female,No,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.4,4116.15,Gradient Boost Classifier,Yes,35.38
7826-VVKWT,2024-08-30,Female,Yes,Yes,Yes,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,96.55,2263.45,Gradient Boost Classifier,Yes,21.96
1353-GHZOS,2024-08-30,Male,No,Yes,No,22,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),59.75,1374.35,Gradient Boost Classifier,No,7.17
2587-EKXTS,2024-08-30,Male,No,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.5,4915.15,Gradient Boost Classifier,Yes,49.22
5442-BXVND,2024-08-30,Female,No,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.25,838.5,Gradient Boost Classifier,No,8.06
8816-VXNZD,2024-08-30,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,Gradient Boost Classifier,Yes,85.65
9378-FXTIZ,2024-08-30,Female,No,Yes,No,54,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),70.15,3715.65,Gradient Boost Classifier,Yes,12.18
1723-HKXJQ,2024-08-30,Male,No,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.75,4273.45,Gradient Boost Classifier,Yes,56.19
7825-GKXMW,2024-08-30,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.8,45.8,Gradient Boost Classifier,Yes,56.05
9753-OYLBX,2024-08-30,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,20.5,Gradient Boost Classifier,Yes,35.78
2364-UFROM,2024-08-30,Male,No,No,No,30,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,70.4,2044.75,Gradient Boost Classifier,No,4.4
6656-JWRQX,2024-08-30,Female,No,No,No,1,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,30.55,30.55,Gradient Boost Classifier,Yes,46.95
6473-ULUHT,2024-08-30,Male,No,Yes,Yes,16,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,84.9,1398.25,Gradient Boost Classifier,Yes,16.49
1240-KNSEZ,2024-08-30,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.1,20.1,Gradient Boost Classifier,Yes,45.21
0836-SEYLU,2024-08-30,Male,No,Yes,No,9,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,40.65,328.95,Gradient Boost Classifier,Yes,24.28
4433-JCGCG,2024-08-30,Male,Yes,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.0,4680.05,Gradient Boost Classifier,Yes,64.32
3716-BDVDB,2024-08-30,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,69.1,Gradient Boost Classifier,Yes,82.44
7688-AWMDX,2024-08-30,Male,No,Yes,No,71,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),54.5,3778.2,Gradient Boost Classifier,No,1.78
2842-BCQGE,2024-08-30,Male,No,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.35,3161.4,Gradient Boost Classifier,Yes,35.64
7244-QWYHG,2024-08-30,Male,No,Yes,No,50,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),44.45,2188.45,Gradient Boost Classifier,No,6.5
5899-MQZZL,2024-08-30,Female,No,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.0,999.45,Gradient Boost Classifier,Yes,57.32
6849-OYAMU,2024-08-30,Male,No,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),100.0,1888.65,Gradient Boost Classifier,Yes,16.14
5312-UXESG,2024-08-30,Female,No,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.05,3990.6,Gradient Boost Classifier,Yes,42.7
9488-HGMJH,2024-08-30,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.15,71.15,Gradient Boost Classifier,Yes,85.93
6038-GCYEC,2024-08-30,Female,No,No,No,24,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.15,1240.25,Gradient Boost Classifier,Yes,28.16
2150-WLKUW,2024-08-30,Female,No,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),63.9,2635.0,Gradient Boost Classifier,No,6.27
7159-FVYPK,2024-08-30,Female,No,Yes,Yes,3,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.15,235.0,Gradient Boost Classifier,Yes,32.97
7032-LMBHI,2024-08-30,Female,No,No,No,37,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),64.65,2347.85,Gradient Boost Classifier,No,4.87
1150-WFARN,2024-08-30,Female,No,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.75,7156.2,Gradient Boost Classifier,No,8.73
6088-BXMRG,2024-08-30,Female,No,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,3089.6,Gradient Boost Classifier,Yes,54.97
3144-AUDBS,2024-08-30,Female,No,Yes,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.15,270.8,Gradient Boost Classifier,Yes,27.43
